arg1,arg2,verb,sentence,verb_idx,label,lemma,pos,tag,dep,entity,entity_tag,chunk,knowledge,sentiment,sentiment_score
air,,condense, The cold air condensed the steam .,3,0,  the cold air condense the steam .,SPACE DET ADJ NOUN VERB DET NOUN PUNCT,_SP DT JJ NN VBD DT NN ., det amod nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('cold', 'JJ', 'O'), ('air', 'NN', 'O'), ('condensed', 'VBD', 'O'), ('the', 'DT', 'O'), ('steam', 'NN', 'O'), ('.', '.', 'O')]","[(' The cold air', 'NP', 'air'), ('the steam', 'NP', 'steam')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
teacher,,nod, The teacher nodded when the student gave the right answer .,2,0,  the teacher nod when the student give the right answer .,SPACE DET NOUN VERB ADV DET NOUN VERB DET ADJ NOUN PUNCT,_SP DT NN VBD WRB DT NN VBD DT JJ NN ., det nsubj ROOT advmod det nsubj advcl det amod dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('teacher', 'NN', 'O'), ('nodded', 'VBD', 'O'), ('when', 'WRB', 'O'), ('the', 'DT', 'O'), ('student', 'NN', 'O'), ('gave', 'VBD', 'O'), ('the', 'DT', 'O'), ('right', 'JJ', 'O'), ('answer', 'NN', 'O'), ('.', '.', 'O')]","[(' The teacher', 'NP', 'teacher'), ('the student', 'NP', 'student'), ('the right answer', 'NP', 'answer')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
sweat,,stream, She was streaming with sweat .,2,1,  -PRON- be stream with sweat .,SPACE PRON AUX VERB ADP NOUN PUNCT,_SP PRP VBD VBG IN NN ., nsubj aux ROOT prep pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('was', 'VBD', 'O'), ('streaming', 'VBG', 'O'), ('with', 'IN', 'O'), ('sweat', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('sweat', 'NP', 'sweat')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
resistance,,melt, her resistance melted under his charm .,2,1,  -PRON- resistance melt under -PRON- charm .,SPACE DET NOUN VERB ADP DET NOUN PUNCT,_SP PRP$ NN VBD IN PRP$ NN ., poss nsubj ROOT prep poss pobj punct,,"[(' ', '_SP', 'O'), ('her', 'PRP$', 'O'), ('resistance', 'NN', 'O'), ('melted', 'VBD', 'O'), ('under', 'IN', 'O'), ('his', 'PRP$', 'O'), ('charm', 'NN', 'O'), ('.', '.', 'O')]","[(' her resistance', 'NP', 'resistance'), ('his charm', 'NP', 'charm')]",none,neutral,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
people,,ruffle, This play is going to ruffle some people .,5,1,  this play be go to ruffle some people .,SPACE DET NOUN AUX VERB PART VERB DET NOUN PUNCT,_SP DT NN VBZ VBG TO VB DT NNS ., det nsubj aux ROOT aux xcomp det dobj punct,,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('play', 'NN', 'O'), ('is', 'VBZ', 'O'), ('going', 'VBG', 'O'), ('to', 'TO', 'O'), ('ruffle', 'VB', 'O'), ('some', 'DT', 'O'), ('people', 'NNS', 'O'), ('.', '.', 'O')]","[(' This play', 'NP', 'play'), ('some people', 'NP', 'people')]",none,neutral,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}"
lava,,gutter, The cooling lava continued to gutter toward lower ground .,5,0,  the cool lava continue to gutter toward low ground .,SPACE DET VERB NOUN VERB PART VERB ADP ADJ NOUN PUNCT,_SP DT VBG NN VBD TO VB IN JJR NN ., det amod nsubj ROOT aux xcomp prep amod pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('cooling', 'VBG', 'O'), ('lava', 'NN', 'O'), ('continued', 'VBD', 'O'), ('to', 'TO', 'O'), ('gutter', 'VB', 'O'), ('toward', 'IN', 'O'), ('lower', 'JJR', 'O'), ('ground', 'NN', 'O'), ('.', '.', 'O')]","[(' The cooling lava', 'NP', 'lava'), ('lower ground', 'NP', 'ground')]",none,neutral,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
message,,communicate, Please communicate this message to all employees .,1,0,  please communicate this message to all employee .,SPACE INTJ VERB DET NOUN ADP DET NOUN PUNCT,_SP UH VB DT NN IN DT NNS ., intj ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('Please', 'UH', 'O'), ('communicate', 'VB', 'O'), ('this', 'DT', 'O'), ('message', 'NN', 'O'), ('to', 'IN', 'O'), ('all', 'DT', 'O'), ('employees', 'NNS', 'O'), ('.', '.', 'O')]","[('this message', 'NP', 'message'), ('all employees', 'NP', 'employees')]",none,neutral,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}"
sale,,climb, Sales were climbing after prices were lowered .,2,1,  sale be climb after price be lower .,SPACE NOUN AUX VERB ADP NOUN AUX VERB PUNCT,_SP NNS VBD VBG IN NNS VBD VBN ., nsubj aux ROOT mark nsubjpass auxpass advcl punct,,"[(' ', '_SP', 'O'), ('Sales', 'NNS', 'O'), ('were', 'VBD', 'O'), ('climbing', 'VBG', 'O'), ('after', 'IN', 'O'), ('prices', 'NNS', 'O'), ('were', 'VBD', 'O'), ('lowered', 'VBN', 'O'), ('.', '.', 'O')]","[(' Sales', 'NP', 'Sales'), ('prices', 'NP', 'prices')]",none,neutral,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.128}"
mistress,,paint, He painted his mistress many times .,1,0,  -PRON- paint -PRON- mistress many time .,SPACE PRON VERB DET NOUN ADJ NOUN PUNCT,_SP PRP VBD PRP$ NN JJ NNS ., nsubj ROOT poss dobj amod npadvmod punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('painted', 'VBD', 'O'), ('his', 'PRP$', 'O'), ('mistress', 'NN', 'O'), ('many', 'JJ', 'O'), ('times', 'NNS', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('his mistress', 'NP', 'mistress')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
foot,,bind, The Chinese would bind the feet of their women .,3,0,  the Chinese would bind the foot of -PRON- woman .,SPACE DET PROPN VERB VERB DET NOUN ADP DET NOUN PUNCT,_SP DT NNPS MD VB DT NNS IN PRP$ NNS ., det nsubj aux ROOT det dobj prep poss pobj punct,Chinese,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('Chinese', 'NNPS', 'B-NORP'), ('would', 'MD', 'O'), ('bind', 'VB', 'O'), ('the', 'DT', 'O'), ('feet', 'NNS', 'O'), ('of', 'IN', 'O'), ('their', 'PRP$', 'O'), ('women', 'NNS', 'O'), ('.', '.', 'O')]","[(' The Chinese', 'NP', 'Chinese'), ('the feet', 'NP', 'feet'), ('their women', 'NP', 'women')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
voltage,,boost, Boost the voltage in an electrical circuit .,0,0,  boost the voltage in an electrical circuit .,SPACE VERB DET NOUN ADP DET ADJ NOUN PUNCT,_SP VB DT NN IN DT JJ NN ., ROOT det dobj prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('Boost', 'VB', 'O'), ('the', 'DT', 'O'), ('voltage', 'NN', 'O'), ('in', 'IN', 'O'), ('an', 'DT', 'O'), ('electrical', 'JJ', 'O'), ('circuit', 'NN', 'O'), ('.', '.', 'O')]","[('the voltage', 'NP', 'voltage'), ('an electrical circuit', 'NP', 'circuit')]",none,neutral,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
glucose,,inject, We injected the glucose into the patient 's vein .,1,0,  -PRON- inject the glucose into the patient 's vein .,SPACE PRON VERB DET NOUN ADP DET NOUN PART NOUN PUNCT,_SP PRP VBD DT NN IN DT NN POS NN ., nsubj ROOT det dobj prep det poss case pobj punct,,"[(' ', '_SP', 'O'), ('We', 'PRP', 'O'), ('injected', 'VBD', 'O'), ('the', 'DT', 'O'), ('glucose', 'NN', 'O'), ('into', 'IN', 'O'), ('the', 'DT', 'O'), ('patient', 'NN', 'O'), (""'s"", 'POS', 'O'), ('vein', 'NN', 'O'), ('.', '.', 'O')]","[(' We', 'NP', 'We'), ('the glucose', 'NP', 'glucose'), (""the patient 's vein"", 'NP', 'vein')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
seed,,sow, She sowed sunflower seeds .,1,0,  -PRON- sow sunflower seed .,SPACE PRON VERB NOUN NOUN PUNCT,_SP PRP VBD NN NNS ., nsubj ROOT compound dobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('sowed', 'VBD', 'O'), ('sunflower', 'NN', 'O'), ('seeds', 'NNS', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('sunflower seeds', 'NP', 'seeds')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
soldier,,sift, The soldiers sifted through the woods .,2,1,  the soldier sift through the wood .,SPACE DET NOUN VERB ADP DET NOUN PUNCT,_SP DT NNS VBD IN DT NNS ., det nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('soldiers', 'NNS', 'O'), ('sifted', 'VBD', 'O'), ('through', 'IN', 'O'), ('the', 'DT', 'O'), ('woods', 'NNS', 'O'), ('.', '.', 'O')]","[(' The soldiers', 'NP', 'soldiers'), ('the woods', 'NP', 'woods')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
mess,,reflect, The mess in his dorm room reflects on the student .,6,1,  the mess in -PRON- dorm room reflect on the student .,SPACE DET NOUN ADP DET NOUN NOUN VERB ADP DET NOUN PUNCT,_SP DT NN IN PRP$ NN NN VBZ IN DT NN ., det nsubj prep poss compound pobj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('mess', 'NN', 'O'), ('in', 'IN', 'O'), ('his', 'PRP$', 'O'), ('dorm', 'NN', 'O'), ('room', 'NN', 'O'), ('reflects', 'VBZ', 'O'), ('on', 'IN', 'O'), ('the', 'DT', 'O'), ('student', 'NN', 'O'), ('.', '.', 'O')]","[(' The mess', 'NP', 'mess'), ('his dorm room', 'NP', 'room'), ('the student', 'NP', 'student')]",none,neutral,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.3612}"
face,,glow, Her face glowed when she came out of the sauna .,2,1,  -PRON- face glow when -PRON- come out of the sauna .,SPACE DET NOUN VERB ADV PRON VERB SCONJ ADP DET NOUN PUNCT,_SP PRP$ NN VBD WRB PRP VBD IN IN DT NN ., poss nsubj ROOT advmod nsubj advcl prep prep det pobj punct,,"[(' ', '_SP', 'O'), ('Her', 'PRP$', 'O'), ('face', 'NN', 'O'), ('glowed', 'VBD', 'O'), ('when', 'WRB', 'O'), ('she', 'PRP', 'O'), ('came', 'VBD', 'O'), ('out', 'IN', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('sauna', 'NN', 'O'), ('.', '.', 'O')]","[(' Her face', 'NP', 'face'), ('she', 'NP', 'she'), ('the sauna', 'NP', 'sauna')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
finger,,prick, The nurse pricked my finger to get a small blood sample .,2,0,  the nurse prick -PRON- finger to get a small blood sample .,SPACE DET NOUN VERB DET NOUN PART AUX DET ADJ NOUN NOUN PUNCT,_SP DT NN VBD PRP$ NN TO VB DT JJ NN NN ., det nsubj ROOT poss dobj aux advcl det amod compound dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('nurse', 'NN', 'O'), ('pricked', 'VBD', 'O'), ('my', 'PRP$', 'O'), ('finger', 'NN', 'O'), ('to', 'TO', 'O'), ('get', 'VB', 'O'), ('a', 'DT', 'O'), ('small', 'JJ', 'O'), ('blood', 'NN', 'O'), ('sample', 'NN', 'O'), ('.', '.', 'O')]","[(' The nurse', 'NP', 'nurse'), ('my finger', 'NP', 'finger'), ('a small blood sample', 'NP', 'sample')]",none,neutral,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}"
path,,ascend, The path ascended to the top of the hill .,2,0,  the path ascend to the top of the hill .,SPACE DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,_SP DT NN VBD IN DT NN IN DT NN ., det nsubj ROOT prep det pobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('path', 'NN', 'O'), ('ascended', 'VBD', 'O'), ('to', 'IN', 'O'), ('the', 'DT', 'O'), ('top', 'NN', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('hill', 'NN', 'O'), ('.', '.', 'O')]","[(' The path', 'NP', 'path'), ('the top', 'NP', 'top'), ('the hill', 'NP', 'hill')]",none,neutral,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}"
result,,emerge, Some nice results emerged from the study .,3,1,  some nice result emerge from the study .,SPACE DET ADJ NOUN VERB ADP DET NOUN PUNCT,_SP DT JJ NNS VBD IN DT NN ., det amod nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('Some', 'DT', 'O'), ('nice', 'JJ', 'O'), ('results', 'NNS', 'O'), ('emerged', 'VBD', 'O'), ('from', 'IN', 'O'), ('the', 'DT', 'O'), ('study', 'NN', 'O'), ('.', '.', 'O')]","[(' Some nice results', 'NP', 'results'), ('the study', 'NP', 'study')]",none,neutral,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}"
bell,,recast, The bell cracked and had to be recast .,7,0,  the bell crack and have to be recast .,SPACE DET NOUN VERB CCONJ AUX PART AUX VERB PUNCT,_SP DT NN VBD CC VBD TO VB VBN ., det nsubj ROOT cc conj aux auxpass xcomp punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('bell', 'NN', 'O'), ('cracked', 'VBD', 'O'), ('and', 'CC', 'O'), ('had', 'VBD', 'O'), ('to', 'TO', 'O'), ('be', 'VB', 'O'), ('recast', 'VBN', 'O'), ('.', '.', 'O')]","[(' The bell', 'NP', 'bell')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
tornado,,rip, The tornado ripped along the coast .,2,1,  the tornado rip along the coast .,SPACE DET NOUN VERB ADP DET NOUN PUNCT,_SP DT NN VBD IN DT NN ., det nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('tornado', 'NN', 'O'), ('ripped', 'VBD', 'O'), ('along', 'IN', 'O'), ('the', 'DT', 'O'), ('coast', 'NN', 'O'), ('.', '.', 'O')]","[(' The tornado', 'NP', 'tornado'), ('the coast', 'NP', 'coast')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
ball,,juggle, the player juggled the ball .,2,0,  the player juggle the ball .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NN ., det nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('the', 'DT', 'O'), ('player', 'NN', 'O'), ('juggled', 'VBD', 'O'), ('the', 'DT', 'O'), ('ball', 'NN', 'O'), ('.', '.', 'O')]","[(' the player', 'NP', 'player'), ('the ball', 'NP', 'ball')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
kindness,,acknowledge, We must acknowledge the kindness she showed towards us .,2,0,  -PRON- must acknowledge the kindness -PRON- show towards -PRON- .,SPACE PRON VERB VERB DET NOUN PRON VERB ADP PRON PUNCT,_SP PRP MD VB DT NN PRP VBD IN PRP ., nsubj aux ROOT det dobj nsubj relcl prep pobj punct,,"[(' ', '_SP', 'O'), ('We', 'PRP', 'O'), ('must', 'MD', 'O'), ('acknowledge', 'VB', 'O'), ('the', 'DT', 'O'), ('kindness', 'NN', 'O'), ('she', 'PRP', 'O'), ('showed', 'VBD', 'O'), ('towards', 'IN', 'O'), ('us', 'PRP', 'O'), ('.', '.', 'O')]","[(' We', 'NP', 'We'), ('the kindness', 'NP', 'kindness'), ('she', 'NP', 'she'), ('us', 'NP', 'us')]",none,neutral,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}"
water,,pound, The locks pound the water of the canal .,2,1,  the lock pound the water of the canal .,SPACE DET NOUN VERB DET NOUN ADP DET NOUN PUNCT,_SP DT NNS VBP DT NN IN DT NN ., det nsubj ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('locks', 'NNS', 'O'), ('pound', 'VBP', 'O'), ('the', 'DT', 'O'), ('water', 'NN', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('canal', 'NN', 'O'), ('.', '.', 'O')]","[(' The locks', 'NP', 'locks'), ('the water', 'NP', 'water'), ('the canal', 'NP', 'canal')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
character,,form, form the young child 's character .,0,1,  form the young child 's character .,SPACE VERB DET ADJ NOUN PART NOUN PUNCT,_SP VB DT JJ NN POS NN ., ROOT det amod poss case dobj punct,,"[(' ', '_SP', 'O'), ('form', 'VB', 'O'), ('the', 'DT', 'O'), ('young', 'JJ', 'O'), ('child', 'NN', 'O'), (""'s"", 'POS', 'O'), ('character', 'NN', 'O'), ('.', '.', 'O')]","[(""the young child 's character"", 'NP', 'character')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
surface,,dull, Age had dulled the surface .,2,0,  Age have dull the surface .,SPACE PROPN AUX VERB DET NOUN PUNCT,_SP NNP VBD VBN DT NN ., nsubj aux ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('Age', 'NNP', 'O'), ('had', 'VBD', 'O'), ('dulled', 'VBN', 'O'), ('the', 'DT', 'O'), ('surface', 'NN', 'O'), ('.', '.', 'O')]","[(' Age', 'NP', 'Age'), ('the surface', 'NP', 'surface')]",none,neutral,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.3612}"
pig,,root, the pig was rooting for truffles .,3,0,  the pig be root for truffle .,SPACE DET NOUN AUX VERB ADP NOUN PUNCT,_SP DT NN VBD VBG IN NNS ., det nsubj aux ROOT prep pobj punct,,"[(' ', '_SP', 'O'), ('the', 'DT', 'O'), ('pig', 'NN', 'O'), ('was', 'VBD', 'O'), ('rooting', 'VBG', 'O'), ('for', 'IN', 'O'), ('truffles', 'NNS', 'O'), ('.', '.', 'O')]","[(' the pig', 'NP', 'pig'), ('truffles', 'NP', 'truffles')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
sign,,paste, paste the sign on the wall .,0,0,  paste the sign on the wall .,SPACE VERB DET NOUN ADP DET NOUN PUNCT,_SP VB DT NN IN DT NN ., ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('paste', 'VB', 'O'), ('the', 'DT', 'O'), ('sign', 'NN', 'O'), ('on', 'IN', 'O'), ('the', 'DT', 'O'), ('wall', 'NN', 'O'), ('.', '.', 'O')]","[('the sign', 'NP', 'sign'), ('the wall', 'NP', 'wall')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
republic,,neutralize, The treaty neutralized the small republic .,2,1,  the treaty neutralize the small republic .,SPACE DET NOUN VERB DET ADJ NOUN PUNCT,_SP DT NN VBD DT JJ NN ., det nsubj ROOT det amod dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('treaty', 'NN', 'O'), ('neutralized', 'VBD', 'O'), ('the', 'DT', 'O'), ('small', 'JJ', 'O'), ('republic', 'NN', 'O'), ('.', '.', 'O')]","[(' The treaty', 'NP', 'treaty'), ('the small republic', 'NP', 'republic')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
letter,,stamp, Are the letters properly stamped ?,4,0,  be the letter properly stamp ?,SPACE AUX DET NOUN ADV VERB PUNCT,_SP VBP DT NNS RB VBN ., ROOT det attr advmod acl punct,,"[(' ', '_SP', 'O'), ('Are', 'VBP', 'O'), ('the', 'DT', 'O'), ('letters', 'NNS', 'O'), ('properly', 'RB', 'O'), ('stamped', 'VBN', 'O'), ('?', '.', 'O')]","[('the letters', 'NP', 'letters')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
grape,,ferment, We ferment the grapes for a very long time to achieve high alcohol content .,1,0,  -PRON- ferment the grape for a very long time to achieve high alcohol content .,SPACE PRON VERB DET NOUN ADP DET ADV ADJ NOUN PART VERB ADJ NOUN NOUN PUNCT,_SP PRP VBP DT NNS IN DT RB JJ NN TO VB JJ NN NN ., nsubj ROOT det dobj prep det advmod amod pobj aux relcl amod compound dobj punct,,"[(' ', '_SP', 'O'), ('We', 'PRP', 'O'), ('ferment', 'VBP', 'O'), ('the', 'DT', 'O'), ('grapes', 'NNS', 'O'), ('for', 'IN', 'O'), ('a', 'DT', 'O'), ('very', 'RB', 'O'), ('long', 'JJ', 'O'), ('time', 'NN', 'O'), ('to', 'TO', 'O'), ('achieve', 'VB', 'O'), ('high', 'JJ', 'O'), ('alcohol', 'NN', 'O'), ('content', 'NN', 'O'), ('.', '.', 'O')]","[(' We', 'NP', 'We'), ('the grapes', 'NP', 'grapes'), ('a very long time', 'NP', 'time'), ('high alcohol content', 'NP', 'content')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
ice,,melt, The sun melted the ice .,2,0,  the sun melt the ice .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NN ., det nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('sun', 'NN', 'O'), ('melted', 'VBD', 'O'), ('the', 'DT', 'O'), ('ice', 'NN', 'O'), ('.', '.', 'O')]","[(' The sun', 'NP', 'sun'), ('the ice', 'NP', 'ice')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
man,,guard, There will be men guarding the horses .,4,0,  there will be man guard the horse .,SPACE PRON VERB AUX NOUN VERB DET NOUN PUNCT,_SP EX MD VB NNS VBG DT NNS ., expl aux ROOT attr acl det dobj punct,,"[(' ', '_SP', 'O'), ('There', 'EX', 'O'), ('will', 'MD', 'O'), ('be', 'VB', 'O'), ('men', 'NNS', 'O'), ('guarding', 'VBG', 'O'), ('the', 'DT', 'O'), ('horses', 'NNS', 'O'), ('.', '.', 'O')]","[('men', 'NP', 'men'), ('the horses', 'NP', 'horses')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
needle,,pin, pin the needle to the shirt .,0,0,  pin the needle to the shirt .,SPACE VERB DET NOUN ADP DET NOUN PUNCT,_SP VB DT NN IN DT NN ., ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('pin', 'VB', 'O'), ('the', 'DT', 'O'), ('needle', 'NN', 'O'), ('to', 'IN', 'O'), ('the', 'DT', 'O'), ('shirt', 'NN', 'O'), ('.', '.', 'O')]","[('the needle', 'NP', 'needle'), ('the shirt', 'NP', 'shirt')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
wound,,flush, flush the wound with antibiotics .,0,1,  flush the wound with antibiotic .,SPACE VERB DET NOUN ADP NOUN PUNCT,_SP VB DT NN IN NNS ., ROOT det dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('flush', 'VB', 'O'), ('the', 'DT', 'O'), ('wound', 'NN', 'O'), ('with', 'IN', 'O'), ('antibiotics', 'NNS', 'O'), ('.', '.', 'O')]","[('the wound', 'NP', 'wound'), ('antibiotics', 'NP', 'antibiotics')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
haircut,,compare, John compared his haircut to his friend 's .,1,0,  John compare -PRON- haircut to -PRON- friend 's .,SPACE PROPN VERB DET NOUN ADP DET NOUN PART PUNCT,_SP NNP VBD PRP$ NN IN PRP$ NN POS ., nsubj ROOT poss dobj prep poss pobj case punct,John,"[(' ', '_SP', 'O'), ('John', 'NNP', 'B-PERSON'), ('compared', 'VBD', 'O'), ('his', 'PRP$', 'O'), ('haircut', 'NN', 'O'), ('to', 'IN', 'O'), ('his', 'PRP$', 'O'), ('friend', 'NN', 'O'), (""'s"", 'POS', 'O'), ('.', '.', 'O')]","[(' John', 'NP', 'John'), ('his haircut', 'NP', 'haircut'), ('his friend', 'NP', 'friend')]",none,neutral,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}"
composure,,ruffle, She wanted to ruffle his composure .,3,1,  -PRON- want to ruffle -PRON- composure .,SPACE PRON VERB PART VERB DET NOUN PUNCT,_SP PRP VBD TO VB PRP$ NN ., nsubj ROOT aux xcomp poss dobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('wanted', 'VBD', 'O'), ('to', 'TO', 'O'), ('ruffle', 'VB', 'O'), ('his', 'PRP$', 'O'), ('composure', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('his composure', 'NP', 'composure')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
shot,,volley, Gun shots volleyed at the attackers .,2,0,  Gun shot volley at the attacker .,SPACE PROPN NOUN VERB ADP DET NOUN PUNCT,_SP NNP NNS VBD IN DT NNS ., compound nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('Gun', 'NNP', 'O'), ('shots', 'NNS', 'O'), ('volleyed', 'VBD', 'O'), ('at', 'IN', 'O'), ('the', 'DT', 'O'), ('attackers', 'NNS', 'O'), ('.', '.', 'O')]","[(' Gun shots', 'NP', 'shots'), ('the attackers', 'NP', 'attackers')]",none,negative,"{'neg': 0.604, 'neu': 0.396, 'pos': 0.0, 'compound': -0.7269}"
lecture,,salt, She salts her lectures with jokes .,1,1,  -PRON- salt -PRON- lecture with joke .,SPACE PRON VERB DET NOUN ADP NOUN PUNCT,_SP PRP VBZ PRP$ NNS IN NNS ., nsubj ROOT poss dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('salts', 'VBZ', 'O'), ('her', 'PRP$', 'O'), ('lectures', 'NNS', 'O'), ('with', 'IN', 'O'), ('jokes', 'NNS', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('her lectures', 'NP', 'lectures'), ('jokes', 'NP', 'jokes')]",none,neutral,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.25}"
life,,breathe, He breathed new life into the old house .,1,1,  -PRON- breathe new life into the old house .,SPACE PRON VERB ADJ NOUN ADP DET ADJ NOUN PUNCT,_SP PRP VBD JJ NN IN DT JJ NN ., nsubj ROOT amod dobj prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('breathed', 'VBD', 'O'), ('new', 'JJ', 'O'), ('life', 'NN', 'O'), ('into', 'IN', 'O'), ('the', 'DT', 'O'), ('old', 'JJ', 'O'), ('house', 'NN', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('new life', 'NP', 'life'), ('the old house', 'NP', 'house')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
